98,17,657,265237
21,194,540,675093
41,109,1138,621831
31,150,1104,110908
56,107,1934,55054
92,171,956,339753
21,108,1491,148208
14,190,1217,638293
0,37,337,666236
81,30,13,785954
39,166,639,784890
97,136,266,796101
100,195,475,407075
18,44,1302,126508
96,66,852,272184
13,7,289,289986
14,163,266,378220
68,39,1082,276198
85,101,1199,94863
45,96,1955,421244
50,145,1213,425491
56,155,935,405807
36,162,1464,156567
60,164,664,9294
35,199,1695,238735
35,75,1423,400188
23,82,171,35512
10,132,100,344694
100,7,748,886537
71,140,1621,481720
85,52,696,183158
63,104,878,999254
23,70,1841,983185
72,113,253,600412
32,35,1145,303170
66,181,1327,29644
71,142,1779,250397
96,7,83,534346
20,178,1183,221323
93,120,98,550447
81,172,939,148772
7,62,828,151773
41,0,1372,142788
47,26,372,357248
35,38,665,121376
42,134,1951,823490
100,138,455,528550
21,3,1479,391620
39,72,1421,258895
64,53,1491,940852
43,108,724,565277
68,13,1804,39159
15,105,1779,755406
45,108,587,649006
74,11,287,952992
46,85,1825,178904
54,33,246,18572
96,30,1335,803013
82,29,733,273338
41,92,83,281659
46,76,1984,372251
65,186,1188,935836
70,160,140,204524
51,119,1198,888945
21,188,271,377960
82,94,448,51554
65,172,1888,163870
3,108,216,949679
2,17,1344,872135
52,173,421,606285
58,1,1095,178452
90,154,1252,190647
77,148,658,342810
18,117,1005,558063
8,13,1399,210370
59,51,506,823152
4,9,237,145949
78,125,336,484742
48,29,647,218538
57,134,174,954762
11,109,1286,636095
76,81,1751,628822
37,42,1622,953607
100,0,1794,699468
71,32,31,43075
98,167,824,926051
70,123,1915,576098
52,164,1171,510407
6,31,1946,374962
89,39,169,679257
85,118,1214,654828
25,49,262,40583
97,59,325,130932
53,70,1641,867237
28,98,1231,369930
5,131,1425,980975
11,20,247,174943
52,25,852,298537
54,192,1007,394271
51,15,1791,85273
76,109,383,870861
16,169,1224,364016
45,81,1489,848508
77,136,1956,166456
10,62,1405,725823
92,13,421,586577
6,56,207,205709
84,94,1106,962338
94,97,1931,907472
22,192,1787,370524
68,107,1751,71625
52,21,65,566884
41,57,1102,505508
39,168,165,668376
100,104,1584,757279
63,27,1920,339028
41,170,651,535598
47,126,1512,173770
61,33,1433,453466
36,58,1865,117816
64,70,744,168562
57,80,1209,18160
71,139,1261,297262
91,31,1476,435344
76,185,393,341124
83,113,186,832525
58,30,1632,31579
25,72,1891,566772
78,20,355,5238
58,174,682,604529
52,30,1820,36989
80,11,587,218286
27,65,823,833953
11,96,901,555090
53,187,1413,692422
53,197,1410,449462
67,181,1393,875428
89,94,990,602688
3,199,590,840565
39,47,555,438318
87,11,868,986075
44,163,854,324856
95,144,1151,130765
57,41,855,587404
100,83,70,58834
55,90,123,948745
4,51,669,521492
56,196,648,870770
86,69,1848,725142
20,115,856,899354
88,64,969,403119
59,66,637,342430
99,118,303,935391
77,77,262,172357
50,39,1045,410472
100,105,1821,503796
87,175,1980,175505
53,63,617,680587
4,172,1694,4033
21,129,1222,345852
29,7,731,480319
85,132,1263,920646
2,90,1075,273562
3,152,804,458464
98,21,313,726316
68,158,1477,323290
40,193,1985,249845
59,190,937,532938
7,107,1067,814279
68,16,1535,32129
39,195,641,308186
37,83,1315,692108
71,28,859,165028
73,17,117,359327
46,13,284,931726
47,6,1963,123598
37,52,1620,892415
94,87,1896,425305
46,175,942,18369
64,129,10,249845
90,104,505,609350
83,171,1617,883141
38,193,366,634739
38,103,391,739738
67,171,981,12534
78,187,147,662177
36,171,1265,241159
88,186,1061,45989
9,127,1353,355419
11,127,835,399084
9,135,826,795455
89,87,1888,21978
34,125,262,146710
37,23,1806,762382
92,55,207,515947
96,64,624,316947
88,164,108,171071
6,200,1098,852754
60,154,1813,111061
4,136,633,289828
20,132,119,801565
7,54,822,83256
21,81,1740,398158
59,130,539,169624
65,63,587,426384
65,130,197,501733
23,64,600,10454
13,165,1233,536028
24,149,1175,430906
49,174,1002,889414
81,137,1132,502656
67,130,570,26375
60,31,1777,426134
14,179,845,464199
4,178,1707,716816
5,3,588,446012
24,111,336,940727
24,87,787,105444
96,40,15,14867
3,199,657,288109
82,132,21,770162
75,3,519,767274
50,188,1041,516453
100,67,1213,708133
25,124,1545,588089
3,179,1491,665546
30,59,17,833050
35,134,594,30830
74,21,1649,350117
97,126,708,537720
52,95,1685,980293
62,175,177,591168
17,107,355,749121
5,167,1318,943102
14,165,1808,767801
28,80,831,949594
74,176,1471,44919
98,36,1098,486252
67,157,1990,695211
21,44,377,671615
79,168,1389,445678
31,41,758,151784
88,81,1326,552358
78,160,1654,188709
82,78,326,172308
74,119,1168,221470
5,107,1932,903940
18,60,1116,88253
60,53,1892,866758
19,159,762,546035
9,155,856,215111
64,114,254,471705
24,9,759,143925
97,135,1453,960904
18,42,159,713685
32,163,609,180064
55,170,1695,944038
75,3,83,223445
100,165,719,484492
40,60,1630,554069
90,1,1224,767890
75,27,619,334296
98,133,1237,539873
33,73,689,850530
82,150,1080,596632
4,108,833,98075
91,98,1910,299183
19,10,500,336596
67,142,791,305337
92,34,393,680340
93,20,112,217126
14,39,1422,302477
78,47,1323,152610
96,145,857,121052
61,147,596,17218
75,55,1239,848009
91,97,1600,294009
2,71,1737,359603
35,92,848,689467
10,86,95,392446
17,195,676,867197
3,84,1432,74913
53,135,86,873524
23,115,1368,409079
27,127,1117,851530
15,91,1049,356116
22,4,711,121187
39,36,875,777546
96,79,293,206960
60,59,645,137184
87,113,1789,442143
83,178,1992,544903
92,109,868,848598
67,103,400,992051
48,87,347,507594
17,61,1324,143536
41,26,1333,714337
53,73,800,885707
43,62,576,891005
10,18,1923,147861
85,143,215,312158
30,125,1237,630579
37,10,1976,851651
79,116,1188,80113
8,198,1891,522797
39,38,1053,416578
35,192,1615,722711
27,0,1965,377047
30,37,467,93740
100,129,609,632211
52,2,480,634514
9,63,1026,386779
86,4,163,161908
7,10,1278,495297
69,145,1855,515378
37,128,457,544515
36,137,707,606164
87,166,24,584717
83,67,357,956291
91,110,1277,235599
95,18,1358,194271
72,181,1361,89533
72,176,1608,68383
46,23,1582,796626
72,50,520,341067
80,24,508,17558
87,99,352,848748
99,42,1480,593206
8,186,1044,442894
84,179,873,842284
100,86,817,775337
97,94,1840,268097
35,36,1758,399716
35,169,763,746820
7,106,113,961764
99,161,187,204688
7,43,440,32342
67,17,1004,385805
29,34,1117,874932
41,44,871,792334
88,121,1532,888009
36,14,219,419373
66,181,88,979817
37,65,79,794437
18,97,1085,541353
62,69,553,963247
38,154,447,689083
96,96,793,867762
17,171,1715,411984
70,55,1017,329813
50,96,442,306357
8,163,718,807059
94,132,1932,783110
34,95,356,80556
17,58,433,236437
29,196,1710,107068
1,91,383,754325
69,165,643,751480
90,133,1071,28146
100,26,918,662527
3,35,1488,745547
62,59,915,58072
40,84,531,866630
6,33,102,824290
97,57,1881,856667
61,69,845,518549
46,200,1143,998192
26,190,1094,476235
53,100,427,610801
64,34,1952,606145
9,17,268,505566
70,3,1256,348589
64,141,899,942769
86,169,38,756062
92,3,992,968106
99,180,859,978326
11,69,37,704051
96,87,1401,696516
91,182,1055,846856
3,106,192,191028
72,9,90,159130
52,13,1160,223710
58,119,1431,928945
50,24,141,244879
74,184,1832,191731
4,1,927,726352
52,72,1831,571563
65,63,1433,489635
68,174,987,619410
17,86,351,749657
99,23,317,571138
16,186,857,236782
74,176,286,485152
36,165,765,57057
73,132,653,153129
2,71,926,782501
24,192,1668,35130
34,58,751,522785
88,181,1476,636464
35,147,614,662170
74,132,487,360794
100,163,1518,474499
90,34,1840,183293
58,113,867,705934
42,23,1003,159240
82,189,1206,748298
33,157,1297,138582
41,156,1638,158107
96,164,470,969955
50,1,901,709704
79,196,1351,224662
67,7,887,521156
54,143,273,410247
5,97,95,802772
56,175,1155,653152
99,72,1805,880512
6,93,1858,257114
84,37,1865,638849
47,30,924,513577
41,100,1223,76605
48,42,205,403149
59,20,1854,319980
87,80,1007,140048
27,169,5,864175
50,20,1624,984311
58,30,770,826312
53,150,296,369507
6,48,852,716231
77,192,1773,537850
36,156,1175,582861
43,118,1830,22734
57,171,667,773787
14,139,1044,145407
68,186,1817,380122
88,87,1788,481568
92,42,759,866077
77,127,1615,394300
4,192,358,437274
42,72,1706,473140
63,104,129,824456
73,100,1494,731343
35,67,1399,159074
100,21,447,295976
27,154,1567,537085
100,71,1343,505090
70,79,189,176561
68,151,49,602445
49,139,1688,625613
28,80,279,694456
92,33,177,608114
12,117,1819,409943
88,190,1198,801774
74,153,1784,867419
49,142,808,494246
73,102,725,830122
24,20,1952,194567
70,73,830,629257
30,142,606,276209
66,143,95,963453
52,36,492,124019
42,183,1521,829388
45,53,1025,689388
19,193,1912,684570
94,18,1312,192257
44,173,74,648088
50,19,413,977995
64,43,1437,161919
75,53,1401,906280
67,58,32,343515
27,156,1056,112459
7,99,1099,266955
37,143,1398,440108
49,162,1017,183834
79,2,991,660534
62,148,531,96424
87,167,1578,464644
6,107,166,495756
13,80,232,875223
47,72,482,2674
34,197,219,335096
27,97,365,627044
84,1,1606,409244
15,178,483,939172
5,163,1157,163674
26,108,1109,221783
31,23,1433,406400
44,97,1746,921516
55,99,1729,901168
18,46,800,19033
68,76,1473,254039
96,97,222,502269
89,82,435,809427
42,148,1739,909319
36,29,1427,241911
78,33,575,461476
74,188,1169,4132
94,87,255,487173
81,116,964,446087
47,111,1895,223396
84,160,1390,668918
21,191,419,232878
72,104,1728,41201
36,157,1183,67760
94,164,602,209099
18,20,202,446676
4,6,1280,902344
11,82,1485,728167
51,4,1338,68865
22,69,252,247634
79,64,386,45960
31,10,1230,681108
91,181,1880,465564
33,47,40,787498
56,18,59,100485
54,135,808,429360
94,107,1999,59735
33,165,1740,30919
95,86,1822,791301
83,189,1629,515271
66,28,334,384307
8,33,861,496856
91,132,1223,509494
49,199,1103,668180
22,196,285,999463
17,140,1467,777086
34,105,999,425847
9,113,179,343656
46,148,592,13605
78,97,1305,26209
14,79,8,201468
30,81,1160,237921
46,164,789,919112
3,137,1668,970919
39,3,1643,52121
11,98,976,737835
65,37,1107,713030
24,170,1297,644991
96,63,1180,93881
5,46,204,233009
100,184,1458,427178
9,19,1911,878531
51,170,869,538464
46,172,1103,682397
16,193,788,902889
87,54,479,330993
4,53,1642,313335
79,192,145,828609
27,167,1030,42244
23,95,269,810764
84,23,64,921782
57,124,1658,291845
62,57,20,201649
77,138,792,872960
8,17,844,785414
71,40,546,552262
88,44,1052,791278
26,191,1479,438597
91,42,780,68553
17,146,579,912866
27,80,1820,79997
46,20,1645,623446
80,86,1517,950374
28,16,1295,176525
29,54,1276,830917
8,65,281,575191
87,161,1208,713843
66,21,1968,87138
65,15,1017,157919
50,188,1766,435232
24,42,261,871750
7,112,1300,366970
42,108,1131,461540
42,148,1103,772796
38,30,163,53418
63,15,663,757306
84,189,1518,344170
71,6,1121,111153
72,17,1413,304134
3,190,941,762881
100,15,1260,138238
76,81,1574,173128
24,176,445,423337
37,119,1918,923805
71,55,1287,214712
55,145,379,879453
3,10,369,771199
96,147,574,993230
71,60,346,118008
8,18,1410,623316
0,111,1731,386770
14,120,1007,871968
73,24,795,305014
40,32,1887,379347
14,45,1535,951828
52,95,256,421559
17,141,988,679406
66,118,418,7695
43,28,1707,67426
94,7,1299,847651
26,27,1383,183535
20,19,548,726493
34,78,1067,160064
91,152,951,655968
29,110,1937,334967
21,51,1328,181750
96,0,1627,906099
65,167,1826,490105
23,61,995,459663
81,198,1937,350238
13,124,1998,669585
78,79,1358,443709
45,186,1126,355191
53,106,1094,184722
22,184,613,852382
91,174,1908,674678
45,64,1879,688695
26,69,173,150105
1,104,190,782015
56,91,1816,351983
41,77,1495,500504
80,25,502,846974
0,196,314,335134
56,32,1210,737491
72,153,135,840718
59,83,784,336637
51,144,1681,613353
12,33,1323,413494
10,1,1863,314395
25,164,292,878544
88,118,1714,357584
45,98,684,331975
38,164,34,953773
62,68,861,438060
98,15,926,109764
52,30,1692,157602
8,101,505,317368
23,90,1675,411152
28,86,919,459802
94,173,1625,166835
5,8,375,857044
54,83,727,541420
50,200,135,872535
11,174,808,242325
1,160,1985,90642
66,196,1927,384437
4,36,1187,222489
97,64,8,608020
97,137,233,874540
30,111,1179,278966
3,140,821,584114
17,45,924,69350
74,180,989,198534
42,92,1179,734025
63,51,699,904407
37,109,1053,374864
64,118,977,284848
89,54,723,305959
22,72,1602,603674
92,164,245,414274
83,113,488,855384
55,174,81,948384
93,104,1270,87939
40,28,1395,757253
8,22,178,252925
9,17,529,698471
57,111,1158,352629
15,60,390,662049
74,167,571,655001
99,167,645,630995
48,131,1232,536822
67,24,925,551122
45,15,1773,788649
20,123,1877,842608
48,10,1227,567752
86,9,567,516226
72,63,1178,586151
29,58,1896,944260
7,16,1625,698300
11,92,63,408217
8,102,1761,3144
73,37,1712,150328
87,74,1794,556442
62,39,811,541354
49,137,63,82036
67,135,422,696687
98,125,1356,295211
41,39,729,950867
16,194,822,229858
54,44,721,338663
44,87,1699,692439
11,90,1984,284239
0,14,1132,566517
31,94,537,525859
45,115,1537,59973
74,37,278,400898
44,185,1476,691434
83,100,947,138689
54,115,782,192886
91,147,1216,328763
73,23,1357,673588
86,45,677,717568
45,28,162,897643
72,199,1215,86004
51,143,106,574426
49,85,1068,101869
57,115,644,968318
75,16,766,420085
55,49,781,487562
46,177,186,933998
58,58,1528,535095
79,30,1265,732406
37,114,1092,876091
82,45,1040,633148
29,13,565,876710
30,15,735,289822
2,174,245,636998
89,123,1961,414422
61,171,884,870756
24,34,1206,691347
35,69,113,166064
16,115,934,571120
91,75,749,300057
49,145,1304,83684
35,73,589,694926
58,36,1072,991390
50,106,1569,9966
28,132,592,650240
62,173,238,235203
50,17,1753,724971
10,133,867,494109
95,124,961,202126
77,196,1829,844086
87,132,1106,910031
75,86,842,177671
83,136,394,323546
73,50,1663,49419
22,78,1842,590694
73,61,702,200750
94,81,240,632361
37,151,446,976086
8,111,24,666427
77,85,1853,122868
34,17,1232,210064
13,167,1970,491427
79,54,249,554587
33,20,431,101041
98,75,967,299302
36,114,1029,269974
20,125,1928,246454
87,53,1508,999509
9,130,625,512269
62,17,1801,100934
78,191,431,97097
76,194,701,530478
44,80,481,476440
35,0,1125,561995
58,150,1117,346825
34,142,496,582051
79,169,1764,593242
60,88,38,477542
29,62,610,115518
4,45,1320,235737
24,177,1959,65911
45,27,796,57007
44,111,1361,140317
62,107,1512,290884
16,96,1181,97900
97,124,895,267173
2,143,1972,941011
52,45,1250,954488
55,134,204,718015
5,47,447,710426
77,62,559,393319
88,146,1926,942077
84,169,439,645883
89,11,1529,347641
77,31,1189,777538
86,15,458,428118
32,63,650,33646
20,58,1694,726985
2,17,60,495677
16,157,1993,375543
93,159,1138,347711
2,136,1827,899394
40,11,559,153176
30,174,561,235782
49,146,450,66935
10,122,91,88018
45,6,1299,703567
22,62,745,330380
39,68,1323,932598
94,82,1094,686357
13,166,1553,617598
67,174,1233,140395
8,62,775,633471
69,159,1484,204883
16,70,219,638891
83,176,90,622969
50,170,80,494256
30,5,1724,137775
9,149,1339,966785
82,80,946,313650
4,85,1785,377040
53,88,1784,426313
97,103,1636,506638
91,172,628,347321
24,26,172,372507
63,48,1971,520504
77,42,1590,138968
73,40,141,190532
24,184,455,950591
85,167,1738,677372
43,133,1134,373835
53,107,345,924816
76,109,464,953157
27,10,422,862669
83,14,1235,315338
64,156,573,33696
37,49,82,705666
13,88,1487,391439
47,31,1777,992944
49,7,1608,732703
9,31,880,736624
73,82,989,65573
66,11,804,897767
25,74,901,83361
75,141,1145,817385
24,55,253,701521
35,84,757,719074
77,177,73,666931
17,14,1647,998587
90,70,1712,111639
23,140,1375,246456
82,196,100,16991
81,174,1350,918323
52,120,736,951799
94,27,95,952574
73,147,1398,601310
10,176,985,979573
85,18,431,385294
2,170,1408,953873
96,159,1088,130444
51,51,1005,457672
56,116,1072,445663
9,124,643,900306
93,190,320,382778
30,131,1853,517614
25,96,697,411194
20,131,312,492109
37,6,762,941546
57,200,1065,270850
89,125,938,115531
1,58,910,138826
28,83,263,347768
76,183,1985,301943
53,147,32,726699
77,174,342,430643
4,23,278,885520
100,87,464,380432
39,96,592,432588
20,80,1174,926077
84,39,520,910610
55,110,904,65043
27,89,373,626677
70,192,450,200987
43,163,1047,900716
46,163,1597,671284
10,92,249,218813
47,61,1414,247517
18,17,843,680067
66,84,437,29443
66,50,1564,594187
61,9,1549,267415
32,30,1867,906352
17,187,1725,2308
6,124,1490,845003
43,60,650,180441
82,43,677,657669
73,107,858,143406
46,137,1157,547297
20,187,1606,728584
87,102,1025,764947
75,145,250,598397
19,34,203,177272
82,78,1231,87936
28,130,330,533667
55,107,20,336225
25,184,670,605593
92,167,1694,57400
85,180,1660,91402
73,39,1669,948573
73,51,1706,736965
48,123,52,931483
6,96,594,487832
8,33,78,889839
18,181,1403,600616
59,6,1915,548313
2,129,1048,167190
15,45,498,854755
45,135,995,367562
23,5,1844,763145
19,11,1323,274513
92,72,623,39686
58,126,1428,852286
82,160,65,482582
92,124,1383,785111
2,18,850,524790
93,46,1953,803306
0,77,1981,468699
94,199,1847,69386
60,29,365,866419
39,94,1190,418879
78,128,422,754763
95,165,1944,437518
77,179,390,244954
33,124,999,886688
53,175,881,517270
88,149,1876,305691
40,181,1512,502700
41,13,646,977599
55,108,769,315300
83,198,1309,841532
0,156,259,334938
80,40,277,662478
2,188,1563,470847
75,100,1423,117365
56,129,1838,6871
97,85,1232,375478
62,4,37,492986
16,147,470,943364
24,109,36,135421
87,163,1124,122861
74,105,994,694634
56,34,81,593631
65,4,1729,563900
52,79,1932,207459
65,107,820,361783
25,89,1820,404578
5,110,271,273961
65,142,1191,292191
77,118,6,103631
17,104,1689,151238
86,112,51,640829
79,123,1321,494351
81,143,128,782888
33,74,1547,624103
43,63,685,724988
16,60,1584,394199
18,166,6,636168
52,80,1200,708787
55,108,1813,818594
91,32,1289,23883
19,135,547,270708
0,133,1613,415687
73,103,1592,109301
87,179,882,257130
54,45,994,92924
33,171,38,897368
40,140,1481,263019
2,85,215,119956
33,31,1509,74943
73,132,968,116318
44,50,943,323874
12,2,809,99405
56,42,1640,159257
87,47,1934,477471
36,36,1026,595082
4,146,1826,21556
65,108,1249,591358
32,179,1957,196442
29,54,769,510381
35,62,1667,679710
18,35,1550,292343
49,96,983,157020
45,129,989,519028
17,144,609,556202
71,171,1035,7002
83,8,1585,362439
79,83,421,363032
22,30,1845,560132
69,53,128,811150
49,179,952,543089
3,108,785,355856
21,184,1709,23650
43,89,734,236401
49,53,1614,965565
37,69,1368,105570
26,49,1447,85192
71,102,375,98404
99,166,1178,205057
40,156,336,7882
54,50,1128,427638
14,148,693,20328
22,29,4,588642
22,13,541,646867
83,170,1804,652526
95,84,903,837885
98,91,1168,791912
94,26,360,185712
23,47,1642,441879
38,35,1930,140501
95,26,1596,690030
54,153,1935,811608
25,155,751,476873
81,35,1734,356933
91,13,298,806160
91,60,245,233739
15,11,1873,614251
97,166,1145,285295
64,64,552,948838
30,184,273,192865
53,76,1200,848938
69,43,40,627363
99,162,104,906702
43,104,1107,62699
83,108,1936,555583
67,37,1427,783636
60,193,930,61076
98,32,1105,354844
1,140,142,886935
20,181,762,508064
6,141,1235,395967
60,39,704,151916
3,172,1313,43989
37,74,913,870688
54,33,755,698215
49,15,436,935554
11,2,1883,361434
36,32,782,427779
98,81,1947,247133
56,60,552,538433
93,127,1341,449443
1,161,1050,367462
86,116,318,602361
28,96,398,208303
8,123,1537,993849
71,81,1794,598829
93,74,207,624359
2,90,643,947949
91,117,77,930852
85,198,1680,72975
18,185,1037,468275
99,47,450,334467
69,147,740,8061
40,103,597,747118
9,57,1611,642295
91,96,89,548023
7,118,18,915426
82,84,759,762844
52,23,915,487599
60,32,1423,736658
59,67,945,376614
72,109,839,88797
50,173,252,275255
85,150,1674,946342
51,196,757,192791
60,9,872,288428
3,62,1978,600524
45,58,959,585899
47,143,141,108820
68,74,1864,173534
61,44,1502,283079
8,1,1884,726093
0,132,100,577864
59,62,395,476486
97,177,159,496892
90,41,521,645712
68,147,1837,270494
80,63,975,418182
87,130,240,430721
28,120,1127,843807
68,48,1398,714187
53,170,613,901962
11,49,1846,955134
91,62,812,886680
36,95,630,101931
7,133,1216,310065
41,130,605,781464
95,57,1406,346171
90,112,1027,401382
35,81,1676,267056
40,168,1603,436155
43,32,702,666523
61,197,1000,437232
57,39,1923,328111
96,71,1826,253827
97,156,1036,877300
26,50,1868,144820
24,1,1847,344875
45,173,362,45863
47,64,507,77702
35,0,1456,573423
3,9,1282,587101
75,3,1174,419654
91,170,435,388246
22,5,1659,915923
54,39,349,232191
87,115,847,126824
49,137,1592,178256
88,41,135,202366
95,55,111,267196
85,166,423,326600
42,196,1767,408088
13,67,1011,379830
83,29,231,283776
87,114,925,659060
32,117,734,65134
9,34,1270,106212
16,108,1703,443515
2,101,1534,794674
97,160,1208,267669
5,140,957,898142
93,71,1488,548423
46,67,712,61265
6,100,1378,637345
71,89,152,353506
49,57,357,606297
59,73,1096,469477
44,14,1934,65430
30,155,1285,660261
0,55,1305,419140
38,165,990,681045
61,19,1252,990910
77,151,226,955175
12,104,546,253853
95,28,1082,538025
48,36,88,845671
96,102,175,361646
50,151,1883,171429
25,195,695,478718
51,181,436,539105
81,58,23,972204
39,14,193,960671
96,165,823,458862
52,148,1505,372057
48,70,1408,319703
21,160,330,332163
37,193,1559,557810
25,102,916,517214
15,59,651,687985
46,75,270,562952
33,44,1164,718706
13,83,468,24392
16,61,1310,223346
18,113,1066,28027
21,66,890,968693
90,78,38,623769
24,99,937,954439
28,53,144,11800
67,58,1807,896700
3,169,1838,170268
57,38,1578,537739
35,183,850,599689
56,110,1170,724744
97,194,1984,924251
54,13,1311,286956
27,120,1623,405564
80,138,1945,167293
71,181,1237,237769
91,143,783,836883
86,116,1870,453280
10,3,1264,595293
11,150,852,188542
3,73,605,43373
60,43,1450,596713
11,36,277,798722
1,26,1645,351445
6,117,284,561079
2,36,927,640952
49,130,897,202830
41,159,1250,581131
51,23,1295,508837
51,75,441,700080
71,1,1897,899941
80,167,149,816572
95,190,1930,967678
3,35,541,162895
100,190,576,791890
5,91,30,250563
30,55,1267,16943
14,162,386,792928
66,88,1045,581765
38,45,550,810920
48,111,844,530867
38,131,814,425024
9,194,1170,333788
96,108,343,920943
68,5,1453,872464
40,80,16,99346
12,74,366,833803
36,54,1221,899940
46,133,911,903416
77,18,1736,809345
89,161,1740,287559
94,190,1679,312101
5,123,1806,713880
90,150,247,837605
40,55,796,139721
37,3,783,929634
80,139,1082,21888
44,151,581,633461
97,26,1413,29092
52,83,354,960812
0,79,373,665629
62,127,670,9758
99,21,1311,112404
62,172,1425,54325
79,88,450,689815
33,1,1212,966826
69,26,155,477419
21,7,1695,558404
12,42,1568,72737
36,37,870,272010
83,54,1547,427211
26,104,1600,435358
34,178,1444,936512
1,21,170,243357
79,39,1278,94886
60,4,20,348054
0,109,1804,381725
31,8,1123,222876
63,81,475,571835
41,115,1133,969708
20,142,321,574263
56,174,522,687864
72,128,1628,551845
9,101,714,730457
43,177,1829,987940
28,112,635,445335
58,144,1393,840321
62,169,2000,462708
93,3,709,674011
88,55,1508,53651
61,196,1431,565527
14,135,1946,35164
63,185,942,146865
10,189,1286,456079
75,41,350,29890
61,128,1188,159092
59,41,261,953888
85,178,1014,773810
97,104,174,279005
29,138,1688,967170
37,184,110,214858
48,160,537,542204
89,52,1642,839609
40,93,1248,198694
8,19,1153,805084
69,125,1160,403345
67,19,986,104309
39,102,473,267014
77,128,900,936610
5,56,558,20444
98,11,1969,733861
50,81,1616,710537
83,22,1630,131783
68,189,363,393581
31,9,520,318766
67,104,1963,103107
47,140,1302,830628
13,135,769,505268
66,46,564,45932
33,186,740,742156
5,65,1722,219058
58,59,378,923700
52,181,1379,3949
52,59,644,286777
26,104,1663,41652
95,120,1447,792503
46,184,1050,204459
0,119,924,474134
64,54,1690,691527
54,14,1918,26152
85,89,585,356948
36,163,1952,793662
74,58,1931,602941
20,152,872,26392
16,27,615,962293
